Class,Vertical,Category,Name,Alias,Datatype,Description,isEnable,ExecLevel,isExposed
Behavioural,Ecommerce,Supermarket,EC1_SM_total_product_views_web_30_days,Total Views Count on Web in last 30 days,Long,Count of all views done by customer on Website in last 30 days,0,GAL3EC1,0
Behavioural,Ecommerce,Supermarket,EC1_SM_total_product_views_web_60_days,Total Views Count on Web in last 60 days,Long,Count of all views done by customer on Website in last 60 days,0,GAL3EC1,0
Behavioural,Ecommerce,Supermarket,EC1_SM_total_product_clicks_app_30_days,Total Clicks Count on App in last 30 days,Long,Count of all clicks done by customer on App in last 30 days,1,GAL3EC1,1
Behavioural,Ecommerce,Supermarket,EC1_SM_total_product_clicks_app_60_days,Total Clicks Count on App in last 60 days,Long,Count of all clicks done by customer on App in last 60 days,0,GAL3EC1,0
Behavioural,Ecommerce,Supermarket,EC1_SM_total_product_clicks_web_30_days,Total Clicks Count on Web in last 30 days,Long,Count of all clicks done by customer on Website in last 30 days,0,GAL3EC1,0
Behavioural,Ecommerce,Supermarket,EC1_SM_total_product_clicks_web_60_days,Total Clicks Count on Web in last 60 days,Long,Count of all clicks done by customer on Website in last 60 days,0,GAL3EC1,0
Behavioural,Ecommerce,Cars and Bikes,EC1_CNB_total_clp_sessions_app,Total sessions counts at CLP on App in last 90 days,Long,Count of all sessions done by customer on Category Landing Pages on App in last 90 days,1,GAL3EC1,1
Behavioural,Ecommerce,Cars and Bikes,EC1_CNB_total_clp_sessions_web,Total sessions counts at CLP on Web in last 90 days,Long,Count of all sessions done by customer on Category Landing Pages on Website in last 90 days,0,GAL3EC1,0
Behavioural,Ecommerce,Cars and Bikes,EC1_CNB_total_glp_sessions_app,GLP Product Impressions on GLP on App in last 90 days,Long,Count of all sessions done by customer on Grid Landing Pages on App in last 90 days,0,GAL3EC1,0
Behavioural,Ecommerce,Cars and Bikes,EC1_CNB_total_glp_sessions_web,GLP Product Impressions on GLP on Web in last 90 days,Long,Count of all sessions done by customer on Grid Landing Pages on Website in last 90 days,0,GAL3EC1,0
Behavioural,Ecommerce,Cars and Bikes,EC1_CNB_total_product_views_app,Total Views Count on App in last 90 days,Long,Count of all views done by customer on App in last 90 days,0,GAL3EC1,0
Behavioural,Ecommerce,Cars and Bikes,EC1_CNB_total_product_views_web,Total Views Count on Web in last 90 days,Long,Count of all views done by customer on Website in last 90 days,0,GAL3EC1,0
Behavioural,Ecommerce,Cars and Bikes,EC1_CNB_total_product_clicks_app,Total Clicks Count on App in last 90 days,Long,Count of all clicks done by customer on App in last 90 days,1,GAL3EC1,1
Behavioural,Ecommerce,Cars and Bikes,EC1_CNB_total_product_clicks_web,Total Clicks Count on Web in last 90 days,Long,Count of all clicks done by customer on Website in last 90 days,0,GAL3EC1,0
Behavioural,Ecommerce,Cars and Bikes,EC1_CNB_total_clp_sessions_app_30_days,Total sessions counts at CLP on App in last 30 days,Long,Count of all sessions done by customer on Category Landing Pages on App in last 30 days,0,GAL3EC1,0
Behavioural,Ecommerce,Cars and Bikes,EC1_CNB_total_clp_sessions_app_60_days,Total sessions counts at CLP on App in last 60 days,Long,Count of all sessions done by customer on Category Landing Pages on App in last 60 days,0,GAL3EC1,0
Behavioural,Ecommerce,Cars and Bikes,EC1_CNB_total_clp_sessions_web_30_days,Total sessions counts at CLP on Web in last 30 days,Long,Count of all sessions done by customer on Category Landing Pages on Website in last 30 days,0,GAL3EC1,0
Behavioural,Ecommerce,Cars and Bikes,EC1_CNB_total_clp_sessions_web_60_days,Total sessions counts at CLP on Web in last 60 days,Long,Count of all sessions done by customer on Category Landing Pages on Website in last 60 days,0,GAL3EC1,0
Behavioural,Ecommerce,Cars and Bikes,EC1_CNB_total_glp_sessions_app_30_days,GLP Product Impressions on App in last 30 days,Long,Count of all sessions done by customer on Grid Landing Pages on App in last 30 days,0,GAL3EC1,0
Behavioural,Ecommerce,Cars and Bikes,EC1_CNB_total_glp_sessions_app_60_days,GLP Product Impressions on App in last 60 days,Long,Count of all sessions done by customer on Grid Landing Pages on App in last 60 days,0,GAL3EC1,0
Behavioural,Ecommerce,Cars and Bikes,EC1_CNB_total_glp_sessions_web_30_days,GLP Product Impressions on Web in last 30 days,Long,Count of all sessions done by customer on Grid Landing Pages on Website in last 30 days,0,GAL3EC1,0
Behavioural,Ecommerce,Cars and Bikes,EC1_CNB_total_glp_sessions_web_60_days,GLP Product Impressions on Web in last 60 days,Long,Count of all sessions done by customer on Grid Landing Pages on Website in last 60 days,0,GAL3EC1,0
Behavioural,Ecommerce,Cars and Bikes,EC1_CNB_total_pdp_sessions_agg_1_days,Unique Product Views at PDP on Web and App in last 1 day,Long,Count of all Unique Product Views at PDP on Website and App combined in last 1 day,0,GAL3EC1,0
Behavioural,Ecommerce,Cars and Bikes,EC1_CNB_total_product_views_app_30_days,Total Views Count on App in last 30 days,Long,Count of all views done by customer on App in last 30 days,1,GAL3EC1,1
Behavioural,Ecommerce,Cars and Bikes,EC1_CNB_total_product_views_app_60_days,Total Views Count on App in last 60 days,Long,Count of all views done by customer on App in last 60 days,0,GAL3EC1,0
Behavioural,Ecommerce,Cars and Bikes,EC1_CNB_total_product_views_web_30_days,Total Views Count on Web in last 30 days,Long,Count of all views done by customer on Website in last 30 days,0,GAL3EC1,0
Behavioural,Ecommerce,Cars and Bikes,EC1_CNB_total_product_views_web_60_days,Total Views Count on Web in last 60 days,Long,Count of all views done by customer on Website in last 60 days,0,GAL3EC1,0
Behavioural,Ecommerce,Cars and Bikes,EC1_CNB_total_product_clicks_app_30_days,Total Clicks Count on App in last 30 days,Long,Count of all clicks done by customer on App in last 30 days,0,GAL3EC1,0
Behavioural,Ecommerce,Cars and Bikes,EC1_CNB_total_product_clicks_app_60_days,Total Clicks Count on App in last 60 days,Long,Count of all clicks done by customer on App in last 60 days,0,GAL3EC1,0
Behavioural,Ecommerce,Cars and Bikes,EC1_CNB_total_product_clicks_web_30_days,Total Clicks Count on Web in last 30 days,Long,Count of all clicks done by customer on Website in last 30 days,0,GAL3EC1,0
Behavioural,Ecommerce,Cars and Bikes,EC1_CNB_total_product_clicks_web_60_days,Total Clicks Count on Web in last 60 days,Long,Count of all clicks done by customer on Website in last 60 days,0,GAL3EC1,0
Behavioural,Ecommerce,Other Stores,EC1_OS_total_clp_sessions_app,Total sessions counts at CLP on App in last 90 days,Long,Count of all sessions done by customer on Category Landing Pages on App in last 90 days,0,GAL3EC1,0
Behavioural,Ecommerce,Other Stores,EC1_OS_total_clp_sessions_web,Total sessions counts at CLP on Web in last 90 days,Long,Count of all sessions done by customer on Category Landing Pages on Website in last 90 days,0,GAL3EC1,0
Behavioural,Ecommerce,Other Stores,EC1_OS_total_glp_sessions_app,GLP Product Impressions on GLP on App in last 90 days,Long,Count of all sessions done by customer on Grid Landing Pages on App in last 90 days,0,GAL3EC1,0
Behavioural,Ecommerce,Other Stores,EC1_OS_total_glp_sessions_web,GLP Product Impressions on GLP on Web in last 90 days,Long,Count of all sessions done by customer on Grid Landing Pages on Website in last 90 days,0,GAL3EC1,0
Behavioural,Ecommerce,Other Stores,EC1_OS_total_product_views_app,Total Views Count on App in last 90 days,Long,Count of all views done by customer on App in last 90 days,0,GAL3EC1,0
Behavioural,Ecommerce,Other Stores,EC1_OS_total_product_views_web,Total Views Count on Web in last 90 days,Long,Count of all views done by customer on Website in last 90 days,0,GAL3EC1,0
Behavioural,Ecommerce,Other Stores,EC1_OS_total_product_clicks_app,Total Clicks Count on App in last 90 days,Long,Count of all clicks done by customer on App in last 90 days,0,GAL3EC1,0
Behavioural,Ecommerce,Other Stores,EC1_OS_total_product_clicks_web,Total Clicks Count on Web in last 90 days,Long,Count of all clicks done by customer on Website in last 90 days,0,GAL3EC1,0
Behavioural,Ecommerce,Other Stores,EC1_OS_total_clp_sessions_app_30_days,Total sessions counts at CLP on App in last 30 days,Long,Count of all sessions done by customer on Category Landing Pages on App in last 30 days,0,GAL3EC1,0
Behavioural,Ecommerce,Other Stores,EC1_OS_total_clp_sessions_app_60_days,Total sessions counts at CLP on App in last 60 days,Long,Count of all sessions done by customer on Category Landing Pages on App in last 60 days,0,GAL3EC1,0
Behavioural,Ecommerce,Other Stores,EC1_OS_total_clp_sessions_web_30_days,Total sessions counts at CLP on Web in last 30 days,Long,Count of all sessions done by customer on Category Landing Pages on Website in last 30 days,0,GAL3EC1,0
Behavioural,Ecommerce,Other Stores,EC1_OS_total_clp_sessions_web_60_days,Total sessions counts at CLP on Web in last 60 days,Long,Count of all sessions done by customer on Category Landing Pages on Website in last 60 days,0,GAL3EC1,0
Behavioural,Ecommerce,Other Stores,EC1_OS_total_glp_sessions_app_30_days,GLP Product Impressions on App in last 30 days,Long,Count of all sessions done by customer on Grid Landing Pages on App in last 30 days,0,GAL3EC1,0
Behavioural,Ecommerce,Other Stores,EC1_OS_total_glp_sessions_app_60_days,GLP Product Impressions on App in last 60 days,Long,Count of all sessions done by customer on Grid Landing Pages on App in last 60 days,0,GAL3EC1,0
Behavioural,Ecommerce,Other Stores,EC1_OS_total_glp_sessions_web_30_days,GLP Product Impressions on Web in last 30 days,Long,Count of all sessions done by customer on Grid Landing Pages on Website in last 30 days,0,GAL3EC1,0
Behavioural,Ecommerce,Other Stores,EC1_OS_total_glp_sessions_web_60_days,GLP Product Impressions on Web in last 60 days,Long,Count of all sessions done by customer on Grid Landing Pages on Website in last 60 days,0,GAL3EC1,0
Behavioural,Ecommerce,Other Stores,EC1_OS_total_pdp_sessions_agg_1_days,Unique Product Views at PDP on Web and App in last 1 day,Long,Count of all Unique Product Views at PDP on Website and App combined in last 1 day,0,GAL3EC1,0
Behavioural,Ecommerce,Other Stores,EC1_OS_total_product_views_app_30_days,Total Views Count on App in last 30 days,Long,Count of all views done by customer on App in last 30 days,0,GAL3EC1,0
Behavioural,Ecommerce,Other Stores,EC1_OS_total_product_views_app_60_days,Total Views Count on App in last 60 days,Long,Count of all views done by customer on App in last 60 days,0,GAL3EC1,0
Behavioural,Ecommerce,Other Stores,EC1_OS_total_product_views_web_30_days,Total Views Count on Web in last 30 days,Long,Count of all views done by customer on Website in last 30 days,0,GAL3EC1,0
Behavioural,Ecommerce,Other Stores,EC1_OS_total_product_views_web_60_days,Total Views Count on Web in last 60 days,Long,Count of all views done by customer on Website in last 60 days,0,GAL3EC1,0
Behavioural,Ecommerce,Other Stores,EC1_OS_total_product_clicks_app_30_days,Total Clicks Count on App in last 30 days,Long,Count of all clicks done by customer on App in last 30 days,0,GAL3EC1,0
Behavioural,Ecommerce,Other Stores,EC1_OS_total_product_clicks_app_60_days,Total Clicks Count on App in last 60 days,Long,Count of all clicks done by customer on App in last 60 days,0,GAL3EC1,0
Behavioural,Ecommerce,Other Stores,EC1_OS_total_product_clicks_web_30_days,Total Clicks Count on Web in last 30 days,Long,Count of all clicks done by customer on Website in last 30 days,0,GAL3EC1,0
Behavioural,Ecommerce,Other Stores,EC1_OS_total_product_clicks_web_60_days,Total Clicks Count on Web in last 60 days,Long,Count of all clicks done by customer on Website in last 60 days,0,GAL3EC1,0
Behavioural,Ecommerce,Baby Care and Maternity,EC2_CAT101401_total_pdp_sessions_agg_1_days,Unique Product Views at PDP on Web and App in last 1 day,Long,Count of all Unique Product Views at PDP on Website and App combined in last 1 day,0,GAL3EC2,0
Behavioural,Ecommerce,Mobiles,EC2_CAT6224_total_clp_sessions_app,Total sessions counts at CLP on App in last 90 days,Long,Count of all sessions done by customer on Category Landing Pages on App in last 90 days,1,GAL3EC2,1
Behavioural,Ecommerce,Mobiles,EC2_CAT6224_total_clp_sessions_web,Total sessions counts at CLP on Web in last 90 days,Long,Count of all sessions done by customer on Category Landing Pages on Website in last 90 days,0,GAL3EC2,0
Behavioural,Ecommerce,Mobiles,EC2_CAT6224_total_glp_sessions_app,GLP Product Impressions on GLP on App in last 90 days,Long,Count of all sessions done by customer on Grid Landing Pages on App in last 90 days,1,GAL3EC2,1
Behavioural,Ecommerce,Mobiles,EC2_CAT6224_total_glp_sessions_web,GLP Product Impressions on GLP on Web in last 90 days,Long,Count of all sessions done by customer on Grid Landing Pages on Website in last 90 days,0,GAL3EC2,0
Behavioural,Ecommerce,Mobiles,EC2_CAT6224_total_product_views_app,Total Views Count on App in last 90 days,Long,Count of all views done by customer on App in last 90 days,1,GAL3EC2,1
Behavioural,Ecommerce,Mobiles,EC2_CAT6224_total_product_views_web,Total Views Count on Web in last 90 days,Long,Count of all views done by customer on Website in last 90 days,0,GAL3EC2,0
Behavioural,Ecommerce,Mobiles,EC2_CAT6224_total_product_clicks_app,Total Clicks Count on App in last 90 days,Long,Count of all clicks done by customer on App in last 90 days,1,GAL3EC2,1
Behavioural,Ecommerce,Mobiles,EC2_CAT6224_total_product_clicks_web,Total Clicks Count on Web in last 90 days,Long,Count of all clicks done by customer on Website in last 90 days,0,GAL3EC2,0
Behavioural,Ecommerce,Mobiles,EC2_CAT6224_total_clp_sessions_app_30_days,Total sessions counts at CLP on App in last 30 days,Long,Count of all sessions done by customer on Category Landing Pages on App in last 30 days,1,GAL3EC2,1
Behavioural,Ecommerce,Mobiles,EC2_CAT6224_total_clp_sessions_app_60_days,Total sessions counts at CLP on App in last 60 days,Long,Count of all sessions done by customer on Category Landing Pages on App in last 60 days,0,GAL3EC2,0
Behavioural,Ecommerce,Mobiles,EC2_CAT6224_total_clp_sessions_web_30_days,Total sessions counts at CLP on Web in last 30 days,Long,Count of all sessions done by customer on Category Landing Pages on Website in last 30 days,0,GAL3EC2,0
Behavioural,Ecommerce,Mobiles,EC2_CAT6224_total_clp_sessions_web_60_days,Total sessions counts at CLP on Web in last 60 days,Long,Count of all sessions done by customer on Category Landing Pages on Website in last 60 days,0,GAL3EC2,0
Behavioural,Ecommerce,Mobiles,EC2_CAT6224_total_glp_sessions_app_30_days,GLP Product Impressions on App in last 30 days,Long,Count of all sessions done by customer on Grid Landing Pages on App in last 30 days,1,GAL3EC2,1
Behavioural,Ecommerce,Mobiles,EC2_CAT6224_total_glp_sessions_app_60_days,GLP Product Impressions on App in last 60 days,Long,Count of all sessions done by customer on Grid Landing Pages on App in last 60 days,0,GAL3EC2,0
